Baile,-17.532544874086344,87.98583037328535,3.267496154920475,12.661829883642639,3.6160553175107393,3.0829917954201864,0.8519878434053259,-2.1586562298439644,-3.9131595927315788,4.998213112469346,-4.604235168301921,-2.9895598410006654,-4.89104091430723
Bass,-24.23662540610002,90.37856154276137,2.3412592642038024,11.563768700973407,4.963810080036693,3.196754208517811,2.2159571527111486,-2.343147820171012,-2.9600655313394246,6.517460021503183,-2.645811811233349,-2.9442168904547525,-4.803540095543079
Breaks,-100.76258092405253,76.00428728903123,1.5782557815083205,-1.9162700615219168,3.416698306453734,-1.172712959492989,5.174460279780465,8.375432121707666,-13.366407944774075,8.799310699507997,-6.988092931656303,-0.5379661010959433,-3.844684229854451
Club,-103.42393678288663,47.180738647011715,-9.314718073859638,-5.970740660046979,-0.6256215497563704,-12.61718069310354,-2.058872125841476,1.113144670098905,-18.86519272355039,1.7533413473243418,-13.54987445876405,-6.86338030210333,-9.592896052999386
Dancehall,-98.97265854443363,68.75586162271647,-10.885764873165881,0.7920511207295201,10.27659858832258,-6.4808473366683055,1.5292046693761376,2.699733899223068,-16.76752720905547,7.713529256665108,-7.75027691104007,-0.353175274711318,-4.1130638481567265
Disco,-48.33424837386746,97.41414316441562,-13.15640090722375,10.869229123053863,8.78210561765667,3.355319285369748,-2.3968296911725666,5.762328187442424,-7.03798113573472,4.8024112601192765,-4.38526209291344,5.7387763135221475,4.594916107226522
Drum and Bass,-81.24751288458187,105.1942391791399,-6.873070318237465,13.677854209562987,3.337086303123636,2.326889174037458,1.1452496774408347,6.9035464465388,-0.5874297473450195,6.251705244126007,0.642698377716035,2.435900016583531,4.354269518125011
Dubstep,-69.38477808490222,109.64642980568198,-17.512810667624343,25.128559201150328,-0.38612385784567094,10.84336451455433,9.41805861873056,0.663335505196947,4.2068011754958325,8.509533524513245,2.310726465635778,5.893011299109367,2.7316695275108787
Electro,-56.763311920939266,87.70275458037624,-17.023396381425123,21.954453261662636,-4.7922946266456,-7.511655524200454,16.57493064848843,-7.291778163732709,5.803746347204139,7.81890734562715,-6.8143985280659205,17.589758483139246,-2.2309402116937527
Footwork,-90.52912212798954,85.48649962436278,-9.97563080449362,2.965774049975237,-18.766873090423672,-14.865525347155494,4.180756076537504,-9.571088673755469,-2.6136043216731095,9.930669022342874,-12.753605112490966,17.233074042787884,-9.260343559517823
Garage,-69.50496688231999,62.51046215285436,-7.503181330715828,21.132110127812417,-1.9252881844991883,8.729624088724147,-15.219412722757884,3.617782205918581,-11.104870208557047,-3.280145147448571,-8.88500875338164,-3.3419264808124556,-8.114268369656273
Grime,-103.1240506287247,56.75547239863274,-11.836182388559731,12.151260891706327,-2.7815612524632782,4.83542653745666,-15.877257922124908,-2.5430909646351365,-13.827489489984329,-7.128873415147476,-13.209396301204173,-7.061504457045245,-13.228489558208864
Hip Hop,-90.81927759951147,81.49861542690675,14.206468511157054,25.44561006986036,6.428985879688189,11.28527014101334,-9.05259331445206,11.140335430049529,-1.553225991578636,1.2502586402603098,-5.410945416532428,0.5265779206421385,-4.719163020490219
House,-89.07462284394673,59.52023689903348,-9.75373172713983,26.44892034682528,6.739729065922696,11.130969902205651,-15.609222435698086,3.010262268447968,-9.670414025604034,-4.084790669669285,-9.368197287860754,-7.196783993234966,-10.640694933048087
Jungle,-89.55598057098831,67.10308730418157,-18.014032119834745,29.45082113480476,5.565801267343138,15.634952382346379,-4.829613594935207,10.13741776542774,-1.127920261278576,0.516330577461876,-3.8956932150489116,-1.5802594231995377,-4.67216267364826
Techno,-133.20313237262278,133.57143073652702,-0.3397630959979356,32.66968209103728,-0.1997449568915091,14.760337041266636,11.230248222595016,13.398501697136629,0.7674957283675441,6.9135638774591985,-2.3927066992378605,6.353070338317786,2.9363068758750974
UK Funky,-94.72014362977738,120.53960713272389,2.2881403613734888,35.82980715722191,3.3845586625995785,14.844310868545849,7.705716123653425,12.176824705596136,2.473776313443902,8.755193638640481,-5.4251654866694485,7.442918121843494,4.686865976648441
UK Hardcore,-92.78359068663268,121.6633083976834,1.75453899208183,38.383841324036645,6.503835971291001,15.556098413973702,7.066881194250464,9.292468554725058,1.4048840366160087,8.32671003636246,-4.832427992553785,8.507198998193944,4.799425912409675
